STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY ,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,WQI,class
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,17.33,4.83,7.53,760,13.33,1.93,2300,30000,232.008369,Unsuitable for drinking
1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",PUNJAB,17.5,5.1,7.37,388,6.93,1.4,2723,43067,183.3622875,Unsuitable for drinking
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,15,6.8,7.3,433.5,5.4,1.35,635,9250,106.8450526,Unsuitable for drinking
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,17.5,4.2,7.37,758,14.67,1.7,34033,83667,957.2037501,Unsuitable for drinking
1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",PUNJAB,18,5.53,7.3,453.3,9.33,1.57,35760,88333,941.4323863,Unsuitable for drinking
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",PUNJAB,17.5,5.2,7.3,391.3,6.27,1.4,23723,54067,642.3444066,Unsuitable for drinking
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,18,4.2,7.73,825.3,21,1.4,10500,76667,497.8492161,Unsuitable for drinking
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",PUNJAB,18.33,4.03,7.67,855,21.33,1.77,17433,148667,669.6529113,Unsuitable for drinking
1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",PUNJAB,18.67,4.13,7.63,811.3,20.33,1.67,38700,110333,1121.172097,Unsuitable for drinking
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,18.5,6.65,7.88,914.5,43,0.82,9650,16900,651.4330564,Unsuitable for drinking
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,19.5,7.2,9.01,340.5,4.6,2.96,12,23,111.8820314,Unsuitable for drinking
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,20,6.1,7.1,219.4777778,3.1,0.3,4,14,70.24215642,Poor
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,16,7.2,7,183,5.2,2.6,140,180,85.08896145,Very Poor
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,15,4.6,3,350,6.2,2.2,33,49,34.60870899,Good
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,10,8.8,7,172,1.6,5,1800,2800,83.04675014,Very Poor
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,11,10,7.1,150,1,4,240,350,38.56933333,Good
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,12,9,7.3,158,1.8,7.2,220,280,53.82802957,Poor
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,28,5.6,7.65,375.2,1.76,2,2636,18417,132.7698968,Unsuitable for drinking
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,26,7.2,7.84,342.8,1.76,0.53,78,230,67.67011745,Poor
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",GUJARAT,27,5,7.22,18370.3,19.66,0.45,9625,13525,443.8125338,Unsuitable for drinking
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,29,6.2,8.11,480,11.33,0.39,14050,18810,474.7655043,Unsuitable for drinking
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,27,7.2,8.07,580,4,0.37,150,280,93.12828812,Very Poor
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,28,6.2,7.98,11125,5,0.39,7147,50350,273.1999443,Unsuitable for drinking
1865,RIVER DHADAR AT KOTHADA,ANDHRA PRADESH,28,3.9,7.92,1039,14.85,1.41,6,36,199.4229643,Unsuitable for drinking
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,29,7.2,7.42,246.9,4.63,0.79,10011,118311,331.2886061,Unsuitable for drinking
1475,ZUARI AT PANCHAWADI,GOA,28,6.9,6.44,302.9,2.3,0.23,12,116,48.06420032,Good
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29,7.8,6.69,255.9,2.75,0.35,13,140,52.08797771,Poor
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,29,6.7,7.35,346.1,1.89,0.97,13,148,61.3142049,Poor
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,28,8.3,6.68,348.9,2.5,1.69,13,155,47.46620959,Good
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,28,8.1,6.18,187.4,2.38,0.2,12,155,38.46560684,Good
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,29,7.7,6.55,121.8,2.24,1.14,13,164,45.686296,Good
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,29,8.6,6.56,181.4,2.42,0.28,24,155,43.28367872,Good
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,28,7.7,6.45,302.5,2.14,0.16,10,142,42.92656333,Good
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28,7.4,6.07,142.8,1.68,0.28,12,140,33.7228502,Good
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,29.1875,7,8.16,4545,4.16,0.34,9593,27550,312.627902,Unsuitable for drinking
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,26.95714286,5.9,7.36,761,6.1,0.08,1200,4600,129.8095319,Unsuitable for drinking
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,27,4.1,7.57,29369.3,7.08,0.3,1035,1993,152.8874964,Unsuitable for drinking
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,27,3.9,5.27,5914,441.8,0.51,3,10,3933.682444,Unsuitable for drinking
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",GUJARAT,27.86,5.7,7.62,665,2.12,0.86,1050,6000,97.1115058,Very Poor
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",GUJARAT,27.71,6.1,8,602.5,5.64,1.03,38143,38428,959.8372946,Unsuitable for drinking
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,27,7.1,7.2,280.5,1.6,0.48,74,95,55.48721174,Poor
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,28.128,5.9,6.6,1359.5,1.76,0.33,170,387,54.66739522,Poor
18,"PERIYAR AT KALADY, KERALA",KERALA,27.192,7.4,6.68,39.3,1.16,0.2,125,298,42.20995354,Good
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.749,7.1,6.75,41.9,1.32,0.18,147,378,46.78691974,Good
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,26.94,6.8,6.92,70.8,0.46,0.12,151,353,43.65135861,Good
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,26.797,6.8,6.98,7179.1,0.48,0.21,211,466,47.79452461,Good
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,27.764,7.2,6.76,59.8,1.69,0.45,127,357,49.34151078,Good
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,28.21,6.2,6.63,106.8,1.27,0.44,128,360,48.20974701,Good
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,27.267,6.6,6.77,250.7,1.38,1.54,2433,3383,101.4470039,Unsuitable for drinking
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.14,6.9,6.95,51.3,0.62,0.52,1525,3100,76.11657499,Very Poor
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,27.38,6,6.75,641,0.98,0.79,1900,3600,88.71783159,Very Poor
1565,"PAMBA DOWN, KERALA",KERALA,27.645,5.4,6.85,73.3,1.08,0.46,4955,8375,162.6305793,Unsuitable for drinking
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26.675,6.7,6.93,65,0.68,0.77,2100,4200,90.24251623,Very Poor
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,27.455,6.9,6.85,56.3,0.57,0.38,1933,3400,83.00656832,Very Poor
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,26.13,6.8,7.06,63.3,0.57,0.4,1769,2825,83.38608194,Very Poor
1442,"VAMANAPURAM, KERALA",KERALA,27.46,6.8,6.8,69.8,0.7,0.61,1100,1775,65.03173194,Poor
1563,"AMARAVILA, KERALA",KERALA,26.61,7.1,6.83,80,0.7,0.84,850,1475,58.54566174,Poor
1564,"AYUR, KERALA",KERALA,26.95,6.3,7.15,65.5,1.05,0.22,98,595,54.16398072,Poor
1566,"THIRURANGADY, KERALA",KERALA,28.5,6.3,6.95,77.5,0.65,0.21,253,775,50.61782739,Poor
1567,"KUTTIYADY ESTATE, KERALA",KERALA,26.26,6.9,6.65,34,0.5,0.1,130,215,38.33240899,Good
1568,"VALAYAM, KERALA",KERALA,26.875,6.4,6.75,49.3,0.68,0.19,197,350,45.59080977,Good
1569,"THALIPARAMBA, KERALA",KERALA,27.76,6.8,7.35,18568.3,1.15,0.14,215,660,62.77761528,Poor
1570,"HOSDURG, KERALA",KERALA,28.74,6.8,7.08,19740.8,0.98,0.16,127,515,54.86901194,Poor
1571,"KAKKADAVU,  KERALA",KERALA,28.11,7.1,6.98,58.3,0.55,0.15,123,510,43.46264774,Good
1572,"PADIYATHADKA, KERALA",KERALA,28.28,7,7.23,67.5,0.42,0.09,140,453,47.4915987,Good
1573,"IRUMPANAM, KERALA",KERALA,28.59,2.4,6.43,1041.3,2.02,1.05,133,373,70.0436947,Poor
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,27,6.7,7.56,128.4,4.94,0.45,11,250,91.83189757,Very Poor
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,27.101,6.8,7.68,123.2,4.47,0.4,12,236,89.28597994,Very Poor
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,27.61888889,6.5,7.33,135.8,4.4,0.33,13,208,84.04465948,Very Poor
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,27.027,5.1,7.45,5168.8,9.88,1.81,7,210,142.5089502,Unsuitable for drinking
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,26.701,6.5,7.34,128.5,5.12,0.82,11,230,90.60430681,Very Poor
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,26.889,6.6,7.47,143.8,4.96,0.67,16,358,91.08932586,Very Poor
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,26.923,6.6,7.75,136.8,4.5,0.5,15,203,91.80187919,Very Poor
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,20,6.6,7.15,199,7.48,2.1,208,288,112.2374565,Unsuitable for drinking
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,18,6.4,3.05,605,5.07,4.8,18,45,16.82237043,Excellent
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,15,7.1,7.03,147.3,2.1,1,1675,2300,92.85676107,Very Poor
1632,['FECAL COLIFORM (MPN/100ml)'],MEGHALAYA,19,8.1,7.03,148.3,1.97,2.65375,230,307,54.70320151,Poor
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,21,8.3,7.1,152,2.13,3.56125,270,413,57.37990159,Poor
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,28,7.5,7.8,286.5,1.78,0.51,7448,17625,232.3988239,Unsuitable for drinking
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,30,7.5,7.35,30683,2.25,0.74,1515,2145,100.9347406,Unsuitable for drinking
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,27,6,7.55,214.5,3.12,0.9,2600,10950,138.5543083,Unsuitable for drinking
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,32,6.3,7.43,201.3,2.17,0.76,2825,4500,130.1537367,Unsuitable for drinking
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,25,7.3,7.3,157,2.07,0.55,153,348,62.20352116,Poor
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,21.03333333,4.9,7.33,494.7,14.53,2.2,1233,18000,212.5724621,Unsuitable for drinking
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,28,6.3,7.58,379.8,6.7,1.58,1640,4963,146.8995801,Unsuitable for drinking
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,28,6.1,7.58,490,14.25,2.42,4875,27500,291.262078,Unsuitable for drinking
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,25,6.8,7.43,337.5,4.25,1.23,1175,3043,109.4562726,Unsuitable for drinking
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,26,6.7,7.38,333.5,3.85,1.58,548,11050,93.47078623,Very Poor
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,27,5.9,7.48,428,8.35,2.2,4050,22025,218.7867586,Unsuitable for drinking
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,25,6.5,7.4,361.8,4.3,1.9,1158,15875,113.3472728,Unsuitable for drinking
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,25,6.9,7.4,322,3.75,0.98,200,3500,82.55068232,Very Poor
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,26,5.1,7.48,496.5,14.7,2.3,4325,23500,285.2736575,Unsuitable for drinking
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,28,5,7.4,515.3,14.76,2.08,8860,37320,388.1410472,Unsuitable for drinking
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,28,5.1,7.43,503.3,16.25,2.3,12938,44000,492.9850535,Unsuitable for drinking
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,31.4,4.4,8.23,390,1.39,0.08,14,150,83.16489623,Very Poor
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN,32.53333333,4.2,8.52,380,1.26,0.16,28,1100,88.53565681,Very Poor
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,23,4,7.65,729,36,2.89,1190,2950,408.3755707,Unsuitable for drinking
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,22,8,8.31,617,4.4,0.66,14,30,93.96603913,Very Poor
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,21.11111111,5,7.92,160,1.44,0.15,17,149,75.36250783,Very Poor
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,25,7.5,7.53,87.3,1.41,0.57,32,133,56.65727991,Poor
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMIL NADU,27,6.6,7.27,162.3,3.56,0.29,46,156,75.80560919,Very Poor
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,28,6.8,7.12,172.3,1.72,0.2,62,283,56.32565528,Poor
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,29.34285714,6.7,7.6,277.8,1.23,0.18,12,33,59.66308557,Poor
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMIL NADU,28,7.1,6.94,95.8,0.94,0.15,10,26,43.62499774,Good
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,27,7.4,7,88.5,0.98,0.19,27,105,43.9732642,Good
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,29.05714286,6.6,7.81,603.2,2.68,0.26,40,191,77.35906719,Very Poor
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,28,6.6,7.49,571.5,2.09,0.26,151,273,69.04535319,Poor
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,28,5.4,7.16,75.8,2.09,0.0125,404,513,74.59758267,Poor
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,30,5.4,7.37,104.8,1.8,0.22,456,557,76.86404933,Very Poor
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,29,5.3,7.37,102.2,2.55,0.2,526,583,85.53409762,Very Poor
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, AP",ANDHRA PRADESH,30,7.8,7.54,6.2,1.7,2.19,2.19,10720,59.78431604,Poor
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,28,7,6.881,7.8,4.7,0.1,0.1,145,76.14792803,Very Poor
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,28,7.1,6.675,7.8,2,0.1,0.1,138,48.18874107,Good
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",GUJARAT,28,7.7,7.908,4.8,6.9,2,2,10050,112.5116027,Unsuitable for drinking
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,27,7.7,7.222,6.5,2.4,0.9,0.9,688,58.5648,Poor
17,"PERIYAR AT ALWAYE, KERALA",KERALA,28,6.4,6.676,5.8,1.7,0.51,0.51,959,49.15217743,Good
18,"PERIYAR AT KALADY, KERALA",KERALA,27,6.8,6.847,7.5,1.5,0.22,0.22,892,48.37350794,Good
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,28,6.9,6.785,6.8,1,0.15,0.15,734,42.34598665,Good
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,28,6.9,7.067,6.8,0.4,0.21,0.21,802,41.95315265,Good
21,"CHALIYAR AT KALLAPALLY, KERALA",KERALA,28,7,7.112,6.7,0.5,0.24,0.24,832,43.1489867,Good
42,"KALLADA AT PANATHOTTUM KADAVU, PUNALOOR, KERALA",KERALA,24,6.9,7.183333333,6.9,1.1,0.2,0.2,958,50.20212699,Poor
43,['FECAL COLIFORM (MPN/100ml)'],KERALA,28,7.1,6.877,6.9,1.4,0.37,0.37,632,46.52823007,Good
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,28,6.9,6.628,6.4,1.2,0.34,0.34,608,41.38803099,Good
1155,"KARMANA AT MOONNATHNANMUKKU, KERALA",KERALA,27,6.8,6.985,5.7,1.1,0.92,0.92,2933,47.76901528,Good
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27,7.3,6.695,7,0.6,0.37,0.37,3025,35.85141816,Good
1341,"PAMBA AT KALLOOPARA, KERALA",KERALA,26,6.9,6.688,5.9,1.2,0.61,0.61,2400,42.85924799,Good
1565,"PAMBA DOWN, KERALA",KERALA,27,6.8,6.705,5,0.9,0.48,0.48,3050,41.10557061,Good
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,29,7.2,6.696,6.8,0.8,0.25,0.25,12750,40.24394912,Good
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,27,7,6.808,7.3,0.4,0.35,0.35,3800,37.65389636,Good
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26,7,6.741111111,6.7,0.5,0.3,0.3,2900,37.17320158,Good
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,26,7.1,6.942,6.8,0.5,0.34,0.34,3000,40.20682507,Good
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,26,7,6.825555556,6.4,0.6,0.28,0.28,3550,39.66466247,Good
1442,"VAMANAPURAM, KERALA",KERALA,27,6.8,6.977,6.6,0.6,0.53,0.53,1350,42.80481428,Good
1563,"AMARAVILA, KERALA",KERALA,26,6.8,6.993,6.5,0.9,0.42,0.42,1350,45.72369461,Good
1564,"AYUR, KERALA",KERALA,24,7,7.152,6.4,1.2,0.22,0.22,1400,50.16205203,Poor
1566,"THIRURANGADY, KERALA",KERALA,28,6.8,6.742,6.9,0.9,0.31,0.31,1600,41.40696494,Good
1567,"KUTTIYADY ESTATE, KERALA",KERALA,27,6.9,6.818,7,0.5,0.16,0.16,158,38.36750499,Good
1568,"VALAYUM, KERALA",KERALA,27,6.8,6.982,6.9,0.5,0.15,0.15,905,41.85863561,Good
1569,"THALIPARAMBA, KERALA",KERALA,26,7.2,6.935,6.5,0.9,0.48,0.48,1475,42.82785278,Good
1570,"HOSDURG, KERALA",KERALA,25,7,7.095,6.7,1.1,0.53,0.53,620,48.15654236,Good
1571,"KAKKADAVU,  KERALA",KERALA,25,7.1,7.021,7.2,0.3,0.41,0.41,985,39.37385341,Good
1572,"PADIYATHADKA, KERALA",KERALA,25,7.1,7.026,7,0.4,0.17,0.17,735,40.25926541,Good
1573,"IRUPANAM, KERALA",KERALA,29,6.5,6.57,3.7,1.9,0.76,0.76,643,48.56420681,Good
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA",MAHARASHTRA,26,7.7,7.565555556,6.6,5.7,0.99,0.99,223,93.65007544,Very Poor
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,27,7.8,7.609,6.9,5,0.5,0.5,211,87.65980771,Very Poor
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,24,7.7,7.744,6.8,5.2,0.39,0.39,208,92.239755,Very Poor
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,25,7.5,7.413,5.6,6.5,0.51,0.51,224,98.98239691,Very Poor
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27,7.3,7.362,6,5.6,0.6,0.6,221,91.10366783,Very Poor
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28,7.4,7.383,6.3,6,0.61,0.61,269,94.5398812,Very Poor
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,26,7.4,7.639,5.8,5.9,0.45,0.45,213,98.06538187,Very Poor
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,30,8.1,8.0375,8.2,1.6,1.03,1.03,6050,64.91303251,Poor
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,27,7.7,7.85,7.7,1.7,0.96,0.96,3200,63.83127,Poor
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,30,7.4,7.945,6.8,3,0.96,0.96,11300,80.21313287,Very Poor
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,29,7.2,7.983,7.2,2.1,1.03,1.03,4950,72.48047512,Poor
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,21,7.6,7.413333333,6.3,1.9,0.11,0.11,109,57.71017729,Poor
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,29,7.2,6.929,7.5,1.3,0.14,0.14,327,45.96746545,Good
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMIL NADU,31,7.3,6.763333333,6.7,1.5,0.14,0.14,190,44.35048916,Good
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,    TAMILNADU.",TAMIL NADU,29,7.1,6.837777778,6.8,2.3,0.58,0.58,350,53.77967129,Poor
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMIL NADU,29.34285714,7.5,7.121111111,7.2,1.2,0.57,0.57,35,46.9662638,Good
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMIL NADU,28,6.9,6.65,7.1,2,0.51,0.51,38,48.74864865,Good
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,28,7,6.728888889,7.5,1.4,0.61,0.61,205,44.37584414,Good
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,29.05714286,7.9,7.205555556,7.2,2.7,0.52,0.52,202,59.81603986,Poor
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,29,7.5,7.492,6.3,2.6,0.16,0.16,315,65.80520925,Poor
2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,21.4,7.2,7.7,226,3.1,0.8,3.25,130,75.43124645,Very Poor
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,28.4,6.7,7.3,9293,3.5,1.8,4.833333333,0,76.54394623,Very Poor
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28,6.8,7.2,170,3.1,1.4,4.25,0,68.72237428,Poor
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,27.6,6.8,7.3,4175,3.3,1.6,3.5,0,73.11516594,Poor
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,27.9,6.9,7.3,4282,3.3,1.6,4.5,0,72.67971899,Poor
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.1,6.9,7.3,5551,3.4,1.7,3.5,0,73.83293232,Poor
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,23,7.1,7.4,176,2.7,0.9,2.833333333,30,67.13225841,Poor
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,23,7,7.4,178,2.7,0.9,3.25,40,67.6251937,Poor
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,23,7.2,7.2,180,2.7,1,3,70,63.20346812,Poor
1436,"BHADAR V/S JETPUR VILL. A/C OF W. WATER FROM JETPUR CITY, GUJARAT",GUJARAT,28.3,4.3,7.8,2307,103.8,1.23,478.4,1817,993.8919565,Unsuitable for drinking
2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,29,8.2,8.4,606,2.9,0,53.5,132,82.10907522,Very Poor
